agree-back-local	agree-front-rounded-nonlocal	agree-front-rounded-local	agree-back-nonlocal	agree-front-local	agree-nonhigh-front-local	agree-low-front-local	agree-double-front-local	use-front-bilabial	use-front-coronal-sonorant	use-front-sibilant	use-front-cc	use-back-monosyll-i
3.849999999999962	2.569999999999989	1.370000000000001	3.7499999999999645	0.09999999999999999	2.0500000000000003	3.3499999999999726	1.490000000000001	1.350000000000001	0.01	1.2400000000000009	1.9300000000000015	0.2700000000000001
3.8799999999999613	2.7399999999999856	1.440000000000001	3.6999999999999655	0	1.8700000000000012	3.419999999999971	1.2200000000000009	1.280000000000001	0	1.300000000000001	1.9500000000000015	0.25000000000000006
3.849999999999962	2.8399999999999834	1.470000000000001	3.809999999999963	0	1.9100000000000013	3.46999999999997	1.280000000000001	1.290000000000001	0	1.360000000000001	1.9000000000000015	0.2900000000000001
4.0299999999999585	2.909999999999982	1.480000000000001	3.94999999999996	0.05	1.8500000000000012	3.5299999999999687	1.410000000000001	1.350000000000001	0	1.350000000000001	1.8600000000000014	0.25000000000000006
3.8899999999999615	3.00999999999998	1.5100000000000011	3.769999999999964	0.10999999999999999	1.700000000000001	3.5299999999999687	1.360000000000001	1.310000000000001	0.05	1.5100000000000011	1.9800000000000015	0.18
4.0299999999999585	3.0799999999999783	1.5100000000000011	3.8899999999999615	0.15	1.7800000000000011	3.5299999999999687	1.370000000000001	1.2500000000000009	0	1.5400000000000011	2.010000000000001	0.12999999999999995
3.95999999999996	3.1299999999999772	1.5300000000000011	3.769999999999964	0.08	1.8800000000000012	3.609999999999967	1.430000000000001	1.310000000000001	0.04	1.450000000000001	1.9800000000000013	0.07999999999999997
3.94999999999996	3.1699999999999764	1.5400000000000011	3.8399999999999626	0	1.8900000000000012	3.5799999999999677	1.2100000000000009	1.280000000000001	0.01	1.390000000000001	1.9600000000000013	0.03999999999999997
3.9399999999999604	3.2199999999999753	1.5700000000000012	3.8299999999999628	0.13999999999999999	1.8700000000000012	3.5999999999999672	1.2500000000000009	1.2200000000000009	0	1.440000000000001	1.9100000000000013	0.07999999999999997
4.019999999999959	3.279999999999974	1.6100000000000012	3.7899999999999636	0.019999999999999997	1.750000000000001	3.5999999999999672	1.1200000000000008	1.2500000000000009	0	1.350000000000001	1.7900000000000011	0.12999999999999995
4.069999999999958	3.3599999999999723	1.6100000000000012	3.779999999999964	0.08	1.8600000000000012	3.609999999999967	1.1500000000000008	1.1900000000000008	0.03	1.310000000000001	1.730000000000001	0.11999999999999995
3.96999999999996	3.3899999999999717	1.6300000000000012	3.8799999999999617	0	1.8300000000000012	3.5899999999999674	1.0400000000000007	1.1900000000000008	0	1.1500000000000008	1.740000000000001	0.15999999999999998
3.8999999999999613	3.429999999999971	1.6400000000000012	3.769999999999964	0.04	1.610000000000001	3.5999999999999672	1.2100000000000009	1.2500000000000009	0.019999999999999997	1.0600000000000007	1.610000000000001	0.12999999999999995
3.809999999999963	3.4499999999999704	1.6600000000000013	3.639999999999967	0.02	1.660000000000001	3.659999999999966	1.2400000000000009	1.2500000000000009	0.01	1.2000000000000008	1.580000000000001	0.10999999999999996
3.7899999999999636	3.4399999999999706	1.6400000000000012	3.7899999999999636	0	1.5000000000000009	3.649999999999966	1.1000000000000008	1.1900000000000008	0.02	1.2300000000000009	1.5000000000000009	0.10999999999999996
3.6999999999999655	3.4899999999999696	1.6500000000000012	3.869999999999962	0.07	1.510000000000001	3.6399999999999664	1.270000000000001	1.1600000000000008	0.01	1.1600000000000008	1.530000000000001	0.13999999999999996
3.719999999999965	3.5299999999999687	1.6900000000000013	3.819999999999963	0.12999999999999998	1.670000000000001	3.759999999999964	1.270000000000001	1.1700000000000008	0.05	1.2200000000000009	1.570000000000001	0.11999999999999995
3.769999999999964	3.569999999999968	1.7100000000000013	3.9299999999999606	0.049999999999999975	1.4500000000000008	3.849999999999962	1.2200000000000009	1.1500000000000008	0	1.320000000000001	1.540000000000001	0.15999999999999998
3.7099999999999653	3.5999999999999672	1.7200000000000013	3.8799999999999617	0	1.560000000000001	3.9599999999999596	0.9400000000000006	1.2000000000000008	0	1.300000000000001	1.660000000000001	0.09999999999999996
3.629999999999967	3.6299999999999666	1.7300000000000013	3.95999999999996	0.03	1.600000000000001	4.009999999999959	0.8600000000000005	1.1500000000000008	0.04	1.270000000000001	1.670000000000001	0.14999999999999997
3.6499999999999666	3.7199999999999647	1.7300000000000013	4.109999999999957	0.02	1.5000000000000009	4.009999999999959	1.0200000000000007	1.1400000000000008	0	1.2500000000000009	1.660000000000001	0.09999999999999996
